participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v1s10x0050952	0.97	2026-02-21T22:09:30	2026-02-22T03:16:56
sub-v1s10x0050953	0.97	2026-02-25T07:59:03	2026-02-25T13:54:39
sub-v1s10x0050954	0.97	2026-02-25T07:59:41	2026-02-25T17:07:39
sub-v1s10x0050955	0.97	2026-02-25T07:59:08	2026-02-25T13:02:38
sub-v1s10x0050956	0.97	2026-02-25T07:59:16	2026-02-25T12:41:38
sub-v1s10x0050957	0.97	2026-02-25T07:59:00	2026-02-25T12:38:40
sub-v1s10x0050958	0.97	2026-02-25T07:59:19	2026-02-25T12:40:50
sub-v1s10x0050959	0.97	2026-02-25T12:44:59	2026-02-25T17:56:39
sub-v1s10x0050960	0.97	2026-02-25T12:46:51	2026-02-25T17:53:35
sub-v1s10x0050961	0.97	2026-02-25T12:47:09	2026-02-25T17:06:50
sub-v1s10x0050962	0.97	2026-02-25T12:52:10	2026-02-25T17:27:14
sub-v1s10x0050964	0.97	2026-02-25T13:07:23	2026-02-25T18:02:06
sub-v1s10x0050965	0.97	2026-02-25T13:59:40	2026-02-25T19:47:10
sub-v1s10x0050966	0.97	2026-02-25T17:12:12	2026-02-25T22:29:32
sub-v1s10x0050967	0.97	2026-02-25T17:16:00	2026-02-26T02:33:34
sub-v1s10x0050968	0.97	2026-02-25T17:31:51	2026-02-25T22:57:17
sub-v1s10x0050969	0.97	2026-02-25T17:58:55	2026-02-25T22:47:43
sub-v1s10x0050970	0.97	2026-02-25T18:01:50	2026-02-26T00:14:25
sub-v1s10x0050971	0.97	2026-02-25T18:06:57	2026-02-25T23:20:25
sub-v1s10x0050972	0.97	2026-02-25T19:52:10	2026-02-26T02:38:32
sub-v1s10x0050973	0.97	2026-02-25T22:34:34	2026-02-26T03:27:26
sub-v1s10x0050974	0.97	2026-02-25T22:52:44	2026-02-26T03:53:50
sub-v1s10x0050975	0.97	2026-02-25T23:02:32	2026-02-26T03:44:40
sub-v1s10x0050976	0.97	2026-02-25T23:25:15	2026-02-26T05:08:37
sub-v1s10x0050977	0.97	2026-02-26T00:19:21	2026-02-26T06:05:26
sub-v1s10x0050978	0.97	2026-03-12T00:51:03	2026-03-12T05:11:48
sub-v1s10x0050979	0.97	2026-02-26T02:43:38	2026-02-26T08:54:05
sub-v1s10x0050980	0.97	2026-02-26T03:32:15	2026-02-26T08:35:45
sub-v1s10x0050981	0.97	2026-02-26T03:49:18	2026-02-26T09:32:10
sub-v1s10x0050982	0.97	2026-02-26T03:58:55	2026-02-26T09:01:48
sub-v1s10x0050983	0.97	2026-02-26T05:13:44	2026-02-26T11:04:51
sub-v1s10x0050984	0.97	2026-02-26T06:10:23	2026-02-26T11:45:35
sub-v1s10x0050985	0.97	2026-02-26T08:40:40	2026-02-26T14:38:48
sub-v1s10x0050986	0.97	2026-02-26T08:59:15	2026-02-26T15:11:19
sub-v1s10x0050987	0.97	2026-02-26T09:07:05	2026-02-26T14:15:16
sub-v1s10x0050988	0.97	2026-02-26T09:37:22	2026-02-26T14:46:12
sub-v1s10x0050989	0.97	2026-02-26T11:10:18	2026-02-26T16:55:10
sub-v1s10x0050990	0.97	2026-02-26T11:50:38	2026-02-26T17:19:33
sub-v1s10x0050991	0.97	2026-03-12T01:32:06	2026-03-12T05:33:56
sub-v1s10x0050992	0.97	2026-03-12T01:33:08	2026-03-12T05:58:55
sub-v1s10x0050993	0.97	2026-03-12T01:35:39	2026-03-12T05:51:42
sub-v1s10x0050994	0.97	2026-03-12T01:37:40	2026-03-12T05:42:32
sub-v1s10x0050995	0.97	2026-03-12T01:41:44	2026-03-12T05:57:46
sub-v1s10x0050996	0.97	2026-03-12T01:43:15	2026-03-12T05:55:32
sub-v1s10x0050997	0.97	2026-03-12T01:44:11	2026-03-12T06:21:44
sub-v1s10x0050998	0.97	2026-03-12T01:48:12	2026-03-12T06:20:53
